PC1,PC2,PC3,PC4,PC5,country
35614.13437292909,-6153.895351449365,-8.1958289185908,-8.792523244765698,5.708954577915797,Iceland
-17232.742059157717,-306.9817439823476,12.53397894271239,-16.035116108671904,3.6908062374424624,India
-13102.246499103841,1175.3148938844156,-5.3988407101246265,-28.121609322662735,10.192966081471566,Indonesia
-4234.101714541573,4851.375467766017,-7.434641084975343,-37.93334689804179,7.9192990900358105,Iran
-9044.23464745646,3098.228094033962,-2.6473220723882642,-10.428584010085157,10.627931385522636,Iraq
45299.668810840296,-6356.093486720846,-20.165207594848514,52.533984051755155,4.868642906030985,Ireland
21166.028106267644,-4261.187766765831,-11.913682195323014,-26.024878393449434,0.15286020789180257,Israel
29534.456628123855,-3506.717150361824,-0.7313115234241183,-37.95299167476098,-6.212095278646023,Italy
-12336.286629961232,-261.03239191439667,-29.242921807096387,-9.787130629036879,-1.725115807507751,Jamaica
35219.82377018476,-10104.190385417562,4.335469989468452,-51.83235314659899,-2.778935492969102,Japan
-11954.864806453692,1475.478025350256,-33.732509800970575,14.539954529888268,-4.375062901233979,Jordan
-527.1394266314564,4860.097324910748,-7.709857054735219,-17.277214321642013,15.066448689245675,Kazakhstan
-18898.45103351703,-1354.367829960838,12.198708588876148,-10.640159566673763,-4.1779274430326625,Kenya
-19084.259018142577,-2249.6409960251663,2.4979487855448124,16.64016452429368,-33.3649665804539,Kiribati
59732.237329437114,21320.360857437743,42.96018725680818,-21.821247918027243,-2.3216609253456535,Kuwait
-18732.871947601598,-1078.1485827231152,-36.59442422211416,30.676137732525337,-5.286168653667698,Kyrgyz Republic
-17689.500845491937,-449.73158077599015,22.692198995674925,14.280648677763606,-1.0534902588075143,Lao
-303.4644758925444,2003.0355363813524,-33.09146430920449,2.877441524395927,-2.0398613009071633,Latvia
-3433.0148788788065,2402.4732884912687,-31.502186943945247,-4.8077217823517,-14.051387433054153,Lebanon
-18831.700494593148,-1570.5887391154608,28.796162323753368,60.77226130235176,-30.25618212382435,Lesotho
-20631.69579189965,-2111.952718374693,21.71519176674414,37.83680609274269,-35.086796290789074,Liberia
8458.294572763218,9183.663375507274,-10.260080104013378,-0.2627835335735885,13.483629557858794,Libya
2212.2682551430003,3417.656990583504,-36.62175270766381,17.03345773445652,-1.2464420399890919,Lithuania
117402.8024961412,-15674.306655159291,9.590865825462073,131.30816962525526,12.24012314426746,Luxembourg
-9961.502270073255,2176.1958359263676,-37.010582545301176,-2.2449438000361366,-8.091806614250407,"Macedonia, FYR"
-20071.147942527277,-1700.4685743263178,8.503270262568707,-1.1374725846489488,-2.0992996842732805,Madagascar
-20301.205903140002,-1981.2025452272458,38.22132382917194,1.8662479367749678,1.3439618915263138,Malawi
199.64710156791222,5547.047988729735,-40.88930702782248,33.40919292805518,11.62488408453744,Malaysia
-8857.079488165216,-302.4558157324335,-46.097924962894915,29.01267879637411,12.786171231232913,Maldives
-19519.73497203662,-1585.1908722565656,80.58819430849984,16.7339982637135,-5.186805252551893,Mali
13695.734033584518,1750.0528366749304,-68.58269760046835,132.07764813069397,4.597472052030254,Malta
-18127.945024835342,-946.6854464153204,32.87022749185751,38.19237173860381,7.544141732718178,Mauritania
-4314.44884262584,2752.726634101969,-30.64614514957949,8.552403876092427,-5.9339076701359454,Mauritius
-16973.112613333968,-2139.3468438289847,-19.625329563203,15.83728354077511,-26.172374185831867,"Micronesia, Fed. Sts."
-17403.733329152907,-853.8822995768052,-43.248240816543046,15.887796116519759,-10.684686072163423,Moldova
-13941.461725739951,1015.080836429605,-23.761672178958104,7.301493055531329,19.786146089278464,Mongolia
-6601.981890679643,2406.906193373027,-37.94011563261686,-2.8627805062394973,-13.307659147218981,Montenegro
-14740.797717011781,11.869072034010062,-16.22110869821502,-8.13997170174244,-3.290234034710191,Morocco
-20410.07986761958,-2029.0638908042747,42.48054245352675,18.70688274750149,-2.281092450046211,Mozambique
-17982.875734453355,-517.8888397799394,28.31755037429179,-47.000077639830664,3.7687570619759616,Myanmar
-11651.685532147982,-315.70530360694084,1.9395586289877098,22.206310167716918,-4.185669720028743,Namibia
-19512.139087091116,-1418.4186196449439,-0.3951986627119541,-21.589675872180187,-3.4668208681360597,Nepal
46253.3482186741,-7656.299907507472,-7.0149390932629405,17.20628661076573,1.4947454691779827,Netherlands
25257.64473205311,-4659.469039815983,-4.439162753101665,-32.277907182269104,0.14128016472773136,New Zealand
-20534.452701859944,-2048.9250814252714,63.068624561540396,21.678217287786083,-12.943789836664825,Niger
-16021.84855345073,-510.89605950593756,90.40290241357974,0.8353679942603136,63.71886927440753,Nigeria
84221.60299882435,-23369.36465637749,32.18368246709277,-25.973504218658704,6.695966409337683,Norway
24813.936793846467,14735.479178734198,4.810126983912281,-7.154628842984313,7.093179374274627,Oman
-17540.192458770143,-171.01425623367646,47.46529402417971,-16.224173000736794,2.2547846918775507,Pakistan
-4622.861337414362,2351.150866926508,-35.60366251020792,33.089442174926575,-2.0640172369324064,Panama
-13848.28104400758,305.0671545971585,-30.820274229120546,9.070435679153709,8.812755672532704,Paraguay
-10678.32088634067,838.1982904102892,-18.654336995946473,-29.711234972512898,6.265730873190511,Peru
-15832.097714773998,-56.40307118947006,-16.794020067548043,-10.862696051905838,3.8236615639545417,Philippines
3133.1189057848023,3462.416182438122,-24.52199553255435,-16.826348506324052,-3.493783836428446,Poland
13857.905543183151,-23.10977346330323,-16.17236165306979,-27.424634737484652,-7.6621696143116145,Portugal
117767.79673254704,32417.612311889254,105.47295044187192,-42.52554011872563,-25.912921624049424,Qatar
-2775.6514003709817,3890.6762973277346,-21.52867075610411,-21.408660394282595,-4.2132606387504925,Romania
2772.7568626685415,5736.201432875101,-9.6991080701207,-37.613111098029584,6.629353472819462,Russia
-19997.189902244845,-1836.9736621618829,14.699597489973806,-18.117288076921312,-6.916597197719756,Rwanda
-15070.722476256986,-1153.0886807432623,-32.22803254078206,-7.335045842754018,-8.656954688748215,Samoa
24886.598769749442,14804.151844938397,14.582627471672321,-21.925864050256873,2.405536778926937,Saudi Arabia
-19093.807724187365,-1584.4201804652664,13.3235764853906,-1.7931323864327666,-5.3291175499300945,Senegal
-8419.126824221785,2436.895822265312,-33.72748550585849,-15.071417813852912,-5.182417650186241,Serbia
879.272768810845,3808.944224681894,-46.87567355200994,66.19487064287105,-9.805606864763492,Seychelles
-20204.39734592239,-1807.130232493021,104.29496425406126,20.13563652187736,-2.2702894576207524,Sierra Leone
63043.344018100666,13304.440106320706,-34.19344992394105,163.11890574326642,-0.08715210259662419,Singapore
8351.698724845919,2890.9355420403826,-36.072668318245874,30.99457223313578,-2.563575191647225,Slovak Republic
15566.26106449827,353.2077122021617,-29.08467097777228,11.767338102497398,-2.213599643245976,Slovenia
-19185.256417443048,-2069.890977865438,-37.68171473744635,29.413036260399934,-7.9507433578608575,Solomon Islands
-7643.383850784683,597.0146919460813,17.54507439130105,-14.390908806520619,1.706671550221833,South Africa
15908.743840834595,2465.702238643498,-18.666013002801947,-10.127668231999314,-1.2309752172697235,South Korea
23342.27959296655,-2341.850567822235,-5.8701877239933244,-37.82787349100183,-5.27720892545709,Spain
-13213.824507931979,1482.6469111255083,-25.778283604109753,-36.09435088369871,10.437013805325988,Sri Lanka
-9876.234201857014,-68.64170541970452,-25.204526462114657,-6.787386935644532,-12.498194088766676,St. Vincent and the Grenadines
-17899.27893117932,-1115.8497855110893,31.91243656486522,-18.534925034622773,13.430973911470169,Sudan
-5343.857428565324,1366.9619474544727,-17.67669282468892,-2.8810081594378167,11.718512549430722,Suriname
45600.22074862303,-10750.419503868716,0.12584653925187397,-14.18725864657062,1.0823897413715915,Sweden
70212.59696046116,-18447.22648482248,11.588092262299385,6.72735865250702,4.240551025618416,Switzerland
-19324.640009023275,-1442.0929227077759,-2.2562236317902196,-1.3350107113822525,-13.815563612686006,Tajikistan
-19363.92269848624,-1429.6782391573186,23.42372855272469,-11.617390886056588,0.7746721678808355,Tanzania
-8064.394857530692,3226.2748231355727,-37.27418259386421,17.55324923690012,6.567394887452633,Thailand
-17547.691695041463,-3700.654628432394,18.625710262859076,-26.768814848751614,3.9760031327084917,Timor-Leste
-20150.457553885975,-1878.6209741149974,26.987370135114006,28.106400126459757,-6.534839621200984,Togo
-15307.272707402399,-1514.276848392215,-31.58256542684673,-13.635165778799642,-20.896242968664797,Tonga
-10963.0109948872,1779.9975325489577,-33.78964132382405,5.220930811358938,1.3130722049262107,Tunisia
-933.6604353984245,2232.9757744570934,-8.349680000082804,-35.777389748830856,-1.7025873255021562,Turkey
-11091.269041407362,1245.9964976621657,5.016466007307049,30.3844724313111,19.92620431091908,Turkmenistan
-19837.141030440314,-1729.720425893592,32.172630708571404,-9.673955563898389,0.4980700350292107,Uganda
-13641.695897675967,858.0815278139113,-38.614955375937164,-0.7002174666130437,8.280506401150559,Ukraine
44537.338474459386,11774.479512979844,9.649522261206686,13.64306847665087,-1.9349078221495597,United Arab Emirates
31663.8620095529,-5759.631014300132,-0.4810926824990962,-32.32257534475197,-4.55860823637505,United Kingdom
47782.5029767789,-3596.616071076708,25.45186939878992,-55.18005274078123,-12.51897051497321,United States
-763.4370964085992,742.6747648112793,-18.375564944018105,-33.95921330726452,1.781691982478822,Uruguay
-17335.658854125104,-445.53481723958987,-10.671240945650302,-16.834034245743794,13.870448553750874,Uzbekistan
-17180.967678648994,-2487.1538347227247,-28.120653011873042,8.630280585024938,3.1382993523216776,Vanuatu
-100.44597279559689,-832.2528018441558,-7.709221551888151,-35.83545122052817,32.60913518628277,Venezuela
-17202.01718941139,-222.8898721733234,-45.25016699671502,39.91528406427345,8.346046592100938,Vietnam
-17209.340212965977,-229.81590056331734,7.958785906754274,-7.521495151230303,12.978899569960385,Yemen
-17978.421643205344,-1163.1246309085743,32.20227915244816,5.350797325732534,12.161929533598945,Zambia
